stid,stname,degree,strength,betweenness,harmonic_closeness,hubscore
367,ERPE-MERE,2,0,00,77,733333,40,841820,0,125077
382,EUPEN,1,0,00,0,000000,40,861334,0,124700
933,OPWIJK,2,0,00,508,674242,40,272393,0,124150
568,HILLEGEM,2,0,00,257,674603,40,503221,0,124031
692,LA ROCHE,2,0,00,5107,910913,35,640237,0,123702
820,MENEN,2,0,00,2216,000000,38,502528,0,123654
479,GOUY-PIETON,2,0,00,1177,653968,39,504735,0,123471
592,HUY,2,0,00,6382,525000,34,299896,0,123207
1189,VILLERS-LA-V,2,0,00,4917,577579,35,709963,0,122923
169,BLATON,2,0,00,3277,088889,37,269455,0,122476
515,HAM-S-SAMBRE,2,0,00,3968,124242,36,577047,0,122432
1059,SCHENDELBEKE,2,0,00,338,655711,40,110492,0,121988
19,ALKEN,2,0,00,441,866667,39,988780,0,121862
610,JAMBES-EST,2,0,00,5044,583333,35,267988,0,120857
1231,ZOLDER,2,0,00,2751,604762,37,472639,0,120396
535,HAVRE,2,0,00,2876,811905,37,273648,0,119907
970,PONT-CELLES,2,0,00,949,987302,39,172650,0,119823
924,OLEN,2,0,00,3717,061905,36,346013,0,119293
421,FRAIPONT,2,0,00,2465,166667,37,572015,0,119187
705,LEMAN,2,0,00,107,300000,39,838714,0,118710
908,NIMY,2,0,00,2669,054762,37,290302,0,118668
1090,SINT-TRUIDEN,2,0,00,640,866667,39,262256,0,118403
1013,RENAIX,1,0,00,0,000000,39,827889,0,117944
991,REMICOURT,2,0,00,653,172222,39,151672,0,117760
352,EKEREN,2,0,00,8,400000,39,763733,0,117579
281,COUILLET,3,0,00,1535,197222,38,206878,0,117305
1102,STATTE,2,0,00,6142,525000,33,611814,0,117151
767,LUSTIN,2,0,00,6805,466667,32,915369,0,116899
127,BEERNEM,2,0,00,601,000000,39,065131,0,116855
255,CHAP-DIEU,2,0,00,2170,514809,37,507633,0,116855
1206,WAARSCHOOT,2,0,00,557,000000,38,971069,0,115955
542,HEIZIJDE,2,0,00,215,289322,39,280653,0,115762
1256,ZANDBERGEN,2,0,00,489,980952,38,963011,0,115468
720,LEVAL,2,0,00,557,000000,38,802842,0,114855
840,MOL,3,0,00,3918,061905,35,457809,0,114790
519,HARCHIES,2,0,00,3002,588889,36,323474,0,114510
1034,ST-GHISLAIN,3,0,00,3182,322222,36,144788,0,114508
894,NAMECHE,2,0,00,5301,900000,34,025347,0,114402
835,MILMORT,2,0,00,254,233333,38,860238,0,113266
956,PEPINSTER,3,0,00,3356,500000,35,726789,0,112905
118,BAS-OHA,2,0,00,5921,858333,33,158337,0,112755
514,HAM-S-HEURE,2,0,00,4400,000000,34,597019,0,112288
436,GEEL,2,0,00,3460,895238,35,463654,0,111862
601,IDEGEM,2,0,00,205,343806,38,689082,0,111830
920,OBOURG,2,0,00,2592,966667,36,152210,0,110733
539,HEIDE,2,0,00,2216,000000,36,522228,0,110707
931,OOSTKAMP,2,0,00,162,000000,38,549087,0,110633
